account,position_start_block,position_end_block,position_start_date,position_end_date,tokenA,tokenB,position_investment_value,position_redemption_value,position_redemption_value_if_held,pool_net_gain,hodl_net_gain,pool_roi,hodl_roi,pool_vs_hodl_roi,claimed_rewards_in_USD
0x07a07ee1b8612e9cf39935a74c55b74d23865832,13080541,13086584,2021-08-23,2021-08-24,0x767fe9edc9e0df98e07454847909b5e959d7ca0e,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,826.0396933961985,822.378812845044,822.3311309215735,-3.6608805511544915,-3.708562474624955,-0.004431845806468529,-0.004489569332167909,5.798384820604704e-05,0
0x07e46baeb878de92bbcb787dbbce5d69da2da183,13261704,13752054,2021-09-20,2021-12-06,0x767fe9edc9e0df98e07454847909b5e959d7ca0e,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,5731.862429000061,10365.62435587541,11018.269534961553,4633.76192687535,5286.407105961493,0.8084216926475889,0.922284365935789,-0.05923300178991493,0
0x07f4853df2a7f1985d3082852f5f7288a9b1f996,13061044,13674043,2021-08-20,2021-11-24,0x767fe9edc9e0df98e07454847909b5e959d7ca0e,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,7213.333228412144,6855.907852209357,15006.45294283002,-357.42537620278745,7793.119714417875,-0.049550653613914176,1.0803770556061443,-0.5431360176633171,0
0x085226c2909e35208a98f0b97b91726745f9f590,12431711,12846749,2021-05-14,2021-07-17,0x767fe9edc9e0df98e07454847909b5e959d7ca0e,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,9514.105647118758,7611.112998864766,8512.160905006014,-1902.9926482539922,-1001.9447421127443,-0.20001802784587455,-0.1053115005524636,-0.10585419098590351,3.9465041480699727
0x086e77a79dc3ddad54fbf3c77f59a23b52baf88c,13034119,14943139,2021-08-16,2022-06-11,0x767fe9edc9e0df98e07454847909b5e959d7ca0e,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,454.52147248897245,226.17896456035405,223.8107156398233,-228.3425079286184,-230.71075684914916,-0.5023800232763667,-0.5075904458061585,0.010581481381534759,0
0x0886e6a21fe355ddead7b673d9f75b0e541b1010,13611079,14452401,2021-11-14,2022-03-25,0x767fe9edc9e0df98e07454847909b5e959d7ca0e,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,17593.554590789412,10441.390079868846,10495.544081020957,-7152.164510920566,-7098.010509768455,-0.4065218585597746,-0.4034437994403024,-0.005159713563590912,0
0x08b90c52a5f58678ea5014f68a0edde612754fe0,12982281,12982618,2021-08-08,2021-08-08,0x767fe9edc9e0df98e07454847909b5e959d7ca0e,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,671.8466630694877,672.9370433899596,672.9300745444738,1.0903803204719225,1.0834114749860646,0.0016229600895690491,0.0016125874169505396,1.0355972707231539e-05,0
0x08c8b685ab907b50fa78d1093dadccc944880210,13210211,13840754,2021-09-12,2021-12-20,0x767fe9edc9e0df98e07454847909b5e959d7ca0e,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,130347.77572528983,183540.99847941473,232032.3173218216,53193.2227541249,101684.54159653178,0.40808692329534285,0.7801018546786229,-0.2089851939682649,0
0x096c08408a86a5c060ad730b509aa61ee2bcbc6d,13016273,13442620,2021-08-13,2021-10-18,0x767fe9edc9e0df98e07454847909b5e959d7ca0e,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,6538.974653462988,8850.288207675716,8875.292587851702,2311.3135542127284,2336.317934388714,0.3534672753301889,0.3572911745653302,-0.0028173020695916144,0
0x09928cf60d58724e9a96c40c1bf6aee850b56370,13014428,14560693,2021-08-13,2022-04-11,0x767fe9edc9e0df98e07454847909b5e959d7ca0e,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,866.8983350630319,1057.1079861982778,1053.2739719505832,190.20965113524585,186.3756368875513,0.21941402289279488,0.21499134252461102,0.003640092084108219,0
0x09a3fb82717577e4f2b4945473beb248fab35925,13346045,13659620,2021-10-03,2021-11-21,0x767fe9edc9e0df98e07454847909b5e959d7ca0e,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,11329.112424178133,4937.207614428851,17634.559262345956,-6391.904809749281,6305.446838167823,-0.5642017282932013,0.5565702415231571,-0.720026594315233,0
0x09ad186d43615aa3131c6064538af6e0a643ce12,12996130,14337640,2021-08-10,2022-03-07,0x767fe9edc9e0df98e07454847909b5e959d7ca0e,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,43314.08920185616,46873.45689460993,47883.00739623862,3559.3676927537745,4568.918194382466,0.08217574831519817,0.10548341841127003,-0.021083690363776008,0
